id,user_id,order_status,payment_status,payment_method,currency,subtotal,discount_amount,shipping_amount,total_amount,shipping_country,shipping_city,shipping_postcode,device_type,acquisition_channel,ordered_at,delivered_at,cancelled_at
88,447,processing,paid,paypal,EUR,371.92,0.94,5.36,376.34,Spain,Valencia,10551,desktop,referral,2024-09-11 04:31:22,,
89,497,shipped,pending,buy_now_pay_later,EUR,1099.77,43.55,22.25,1078.47,Spain,Bilbao,19556,desktop,organic_search,2025-10-12 08:05:16,,
90,260,delivered,paid,apple_pay,GBP,242.86,13.17,9.83,239.52,United Kingdom,Bristol,E6 2HK,mobile,direct,2025-03-28 02:40:53,2025-04-02 02:40:53,
91,133,delivered,paid,card,EUR,706.88,97.46,8.83,618.25,Germany,Hamburg,56019,desktop,display_ads,2024-04-22 22:57:53,2024-05-05 22:57:53,
92,469,delivered,paid,apple_pay,CAD,1924.31,49.5,23.79,1898.6,Canada,Calgary,B5C 2B4,mobile,affiliate,2024-11-15 11:09:45,2024-11-26 11:09:45,
93,212,delivered,paid,apple_pay,USD,1634.55,254.54,18.22,1398.23,United States,Boston,12979,desktop,paid_search,2025-06-10 01:31:22,2025-06-18 01:31:22,
94,217,shipped,paid,apple_pay,EUR,1179.94,86.57,24.8,1118.17,Canada,Calgary,A1H 5S2,desktop,paid_search,2023-06-28 07:37:40,,
95,103,delivered,paid,apple_pay,AUD,257.77,20.53,0.33,237.57,Australia,Brisbane,8123,mobile,referral,2025-04-30 14:24:22,2025-05-07 14:24:22,
96,454,delivered,paid,buy_now_pay_later,EUR,436.17,23.71,16.83,429.29,France,Marseille,56544,tablet,paid_search,2024-01-19 21:54:49,2024-02-01 21:54:49,
97,291,cancelled,pending,google_pay,CAD,0.0,0.0,0.0,0.0,Canada,Calgary,L8C 4C7,desktop,affiliate,2025-10-09 19:59:55,,2025-10-10 16:59:55
98,250,delivered,paid,card,GBP,913.78,137.39,17.74,794.13,United Kingdom,London,H6 3XW,desktop,organic_search,2023-03-03 06:56:58,2023-03-08 06:56:58,
99,463,delivered,paid,google_pay,AUD,88.46,11.8,15.83,92.49,Australia,Sydney,2000,desktop,paid_search,2023-05-17 05:13:28,2023-05-24 05:13:28,
100,412,cancelled,pending,apple_pay,EUR,0.0,0.0,0.0,0.0,Netherlands,Eindhoven,4485 BU,mobile,referral,2024-12-26 12:13:22,,2024-12-27 11:13:22
101,250,delivered,paid,google_pay,GBP,994.27,159.36,27.31,862.22,United Kingdom,London,H1 1ED,tablet,display_ads,2022-03-15 03:00:00,2022-03-22 03:00:00,
102,109,delivered,paid,apple_pay,EUR,1635.05,219.73,0.15,1415.47,France,Toulouse,95841,desktop,organic_search,2022-05-17 17:30:04,2022-05-30 17:30:04,
103,49,delivered,paid,apple_pay,CAD,1380.52,273.21,11.39,1118.7,Canada,Calgary,X6Y 7H7,desktop,affiliate,2025-06-24 16:00:43,2025-07-07 16:00:43,
104,57,processing,paid,buy_now_pay_later,USD,1777.28,429.14,12.4,1360.54,United States,Los Angeles,36130,mobile,affiliate,2023-05-12 01:35:06,,
105,336,delivered,paid,google_pay,AUD,463.27,30.55,8.89,441.61,Australia,Brisbane,2165,mobile,email,2025-12-15 01:35:36,2025-12-18 01:35:36,
106,336,processing,paid,card,AUD,164.16,20.3,6.37,150.23,Australia,Brisbane,2165,desktop,affiliate,2025-06-10 19:30:52,,
107,46,returned,refunded,buy_now_pay_later,CAD,418.43,26.22,18.89,411.1,Canada,Toronto,K4K 3G0,mobile,paid_search,2022-11-21 03:27:46,2022-11-30 03:27:46,
108,464,processing,paid,google_pay,EUR,1950.5,423.19,15.4,1542.71,Spain,Valencia,10598,desktop,direct,2025-02-17 06:01:40,,
109,352,cancelled,pending,paypal,GBP,0.0,0.0,0.0,0.0,United Kingdom,Glasgow,G9 2YN,desktop,affiliate,2025-12-30 16:10:09,,2025-12-30 23:10:09
110,87,delivered,paid,buy_now_pay_later,EUR,913.49,60.65,27.81,880.65,Spain,Barcelona,39935,desktop,display_ads,2022-05-10 19:03:33,2022-05-13 19:03:33,
111,252,delivered,paid,google_pay,EUR,556.09,13.6,19.46,561.95,Germany,Hamburg,34831,desktop,social,2024-02-29 00:53:04,2024-03-13 00:53:04,
112,267,delivered,paid,card,EUR,1367.1,220.9,28.77,1174.97,Germany,Stuttgart,87060,tablet,social,2025-01-13 18:36:13,2025-01-18 18:36:13,
113,113,delivered,paid,paypal,EUR,1766.96,309.0,12.14,1470.1,France,Bordeaux,10371,mobile,social,2025-08-17 02:25:10,2025-08-25 02:25:10,
114,250,returned,refunded,apple_pay,GBP,514.97,72.7,5.76,448.03,United Kingdom,London,H6 3XW,mobile,affiliate,2022-09-23 16:25:39,2022-09-25 16:25:39,
115,377,processing,paid,paypal,EUR,352.91,60.12,5.0,297.79,Spain,Valencia,46710,tablet,affiliate,2025-12-08 01:52:33,,
116,212,delivered,paid,apple_pay,USD,1764.3,75.3,22.81,1711.81,United States,Boston,12979,tablet,organic_search,2023-08-19 08:02:17,2023-08-21 08:02:17,
117,246,delivered,paid,card,EUR,1640.57,232.66,29.71,1437.62,Spain,Bilbao,25887,desktop,direct,2024-10-29 23:41:48,2024-11-03 23:41:48,
118,391,delivered,paid,apple_pay,AUD,913.44,167.8,29.69,775.33,Australia,Perth,3453,desktop,affiliate,2022-06-05 07:59:21,2022-06-11 07:59:21,
119,7,delivered,paid,apple_pay,EUR,1784.37,345.51,25.71,1464.57,Netherlands,The Hague,8428 XM,desktop,organic_search,2023-11-21 03:13:57,2023-12-02 03:13:57,
120,72,processing,paid,paypal,EUR,724.03,5.59,17.33,735.77,France,Bordeaux,49824,desktop,paid_search,2023-09-30 09:47:56,,
121,88,cancelled,pending,apple_pay,AUD,0.0,0.0,0.0,0.0,Australia,Perth,4784,tablet,referral,2025-09-22 04:48:49,,2025-09-23 14:48:49
122,446,cancelled,pending,apple_pay,EUR,0.0,0.0,0.0,0.0,Spain,Bilbao,12134,mobile,referral,2025-09-10 23:53:44,,2025-09-11 12:53:44
123,414,delivered,paid,google_pay,EUR,1139.82,225.83,10.41,924.4,Spain,Barcelona,40560,mobile,social,2025-01-22 20:46:19,2025-01-25 20:46:19,
124,318,delivered,paid,apple_pay,USD,143.26,10.56,13.62,146.32,United States,Los Angeles,88956,mobile,organic_search,2024-05-27 06:23:39,2024-06-01 06:23:39,
125,246,delivered,paid,card,EUR,114.06,3.93,26.36,136.49,Spain,Bilbao,25887,mobile,direct,2023-10-19 09:37:02,2023-11-02 09:37:02,
126,480,delivered,paid,paypal,EUR,872.62,200.32,8.72,681.02,Spain,Bilbao,50892,desktop,display_ads,2024-05-01 15:25:40,2024-05-03 15:25:40,
127,211,delivered,paid,apple_pay,CAD,1841.59,274.88,5.2,1571.91,Canada,Calgary,T6R 1Y2,desktop,direct,2025-11-19 18:25:09,2025-11-27 18:25:09,
128,352,delivered,paid,google_pay,GBP,1115.25,83.94,2.57,1033.88,Spain,Bilbao,22017,desktop,display_ads,2024-05-22 21:09:53,2024-06-02 21:09:53,
129,41,delivered,paid,apple_pay,GBP,1015.07,173.87,10.73,851.93,United Kingdom,Glasgow,V4 5BP,desktop,display_ads,2024-03-29 00:00:16,2024-04-05 00:00:16,
130,225,cancelled,failed,google_pay,EUR,0.0,0.0,0.0,0.0,Germany,Stuttgart,29126,desktop,email,2025-11-18 14:38:20,,2025-11-18 23:38:20
131,293,delivered,paid,buy_now_pay_later,EUR,1801.33,395.3,1.61,1407.64,France,Paris,82465,mobile,affiliate,2025-05-13 17:44:16,2025-05-21 17:44:16,
132,401,delivered,paid,card,EUR,183.05,12.36,29.59,200.28,Netherlands,The Hague,1276 NY,desktop,social,2025-09-24 16:33:30,2025-09-27 16:33:30,
133,288,processing,paid,card,GBP,1484.84,250.35,22.18,1256.67,United Kingdom,Birmingham,P4 1HC,desktop,affiliate,2025-05-28 05:27:57,,
134,66,cancelled,pending,paypal,EUR,0.0,0.0,0.0,0.0,Germany,Stuttgart,72402,tablet,organic_search,2025-11-24 08:05:32,,2025-11-26 01:05:32
135,399,delivered,paid,card,GBP,318.75,70.12,15.59,264.22,United Kingdom,Manchester,Y4 7DG,mobile,affiliate,2025-02-18 02:59:47,2025-02-23 02:59:47,
136,197,delivered,paid,google_pay,AUD,975.18,44.87,7.05,937.36,Australia,Brisbane,4338,mobile,affiliate,2025-12-09 13:26:21,2025-12-19 13:26:21,
137,431,delivered,paid,paypal,GBP,1277.85,59.04,24.56,1243.37,United Kingdom,Bristol,H8 3DG,mobile,email,2025-12-26 01:10:34,2026-01-07 01:10:34,
138,238,delivered,paid,card,EUR,1918.8,236.47,20.03,1702.36,Germany,Hamburg,82487,mobile,affiliate,2024-10-24 16:31:55,2024-11-01 16:31:55,
139,208,delivered,paid,apple_pay,EUR,922.31,130.09,0.33,792.55,Spain,Madrid,43447,mobile,affiliate,2025-09-12 01:03:25,2025-09-18 01:03:25,
140,24,shipped,paid,google_pay,GBP,1766.61,202.43,0.27,1564.45,United Kingdom,London,X9 1CH,tablet,email,2023-12-05 18:13:52,,
141,180,delivered,paid,buy_now_pay_later,CAD,139.59,22.89,10.56,127.26,Canada,Vancouver,H7X 7V4,mobile,direct,2025-12-26 13:06:21,2026-01-08 13:06:21,
142,140,cancelled,failed,google_pay,EUR,0.0,0.0,0.0,0.0,France,Marseille,20682,tablet,direct,2025-06-14 01:44:08,,2025-06-15 19:44:08
143,293,returned,refunded,buy_now_pay_later,EUR,218.49,30.49,11.78,199.78,France,Paris,82465,mobile,paid_search,2025-08-25 17:14:17,2025-09-01 17:14:17,
144,26,delivered,paid,card,EUR,1006.38,170.91,9.71,845.18,Germany,Berlin,32806,mobile,display_ads,2024-03-16 02:47:15,2024-03-21 02:47:15,
145,383,processing,paid,card,AUD,1229.63,35.19,25.4,1219.84,Australia,Adelaide,9050,mobile,organic_search,2025-06-17 19:42:48,,
146,469,delivered,paid,google_pay,CAD,764.59,189.02,17.21,592.78,Canada,Calgary,B5C 2B4,mobile,social,2025-01-09 15:55:48,2025-01-14 15:55:48,
147,109,delivered,paid,buy_now_pay_later,EUR,1620.21,77.89,17.46,1559.78,United Kingdom,Manchester,B3 1MP,mobile,paid_search,2025-02-26 21:30:11,2025-03-10 21:30:11,
148,178,cancelled,pending,buy_now_pay_later,EUR,0.0,0.0,0.0,0.0,France,Marseille,77499,mobile,affiliate,2024-11-26 00:16:10,,2024-11-26 13:16:10
149,250,cancelled,failed,buy_now_pay_later,GBP,0.0,0.0,0.0,0.0,United Kingdom,London,H6 3XW,mobile,paid_search,2023-07-08 18:43:52,,2023-07-08 23:43:52
150,290,returned,refunded,apple_pay,AUD,94.22,9.4,1.03,85.85,Australia,Melbourne,5046,desktop,social,2022-08-16 22:42:27,2022-08-26 22:42:27,
151,469,delivered,paid,apple_pay,CAD,149.89,32.66,29.04,146.27,Canada,Calgary,B5C 2B4,desktop,social,2024-11-16 11:11:08,2024-11-19 11:11:08,
152,200,delivered,paid,card,EUR,1171.8,274.47,29.55,926.88,Spain,Barcelona,43044,desktop,social,2025-01-17 02:09:27,2025-01-29 02:09:27,
153,92,delivered,paid,buy_now_pay_later,EUR,1636.27,134.83,22.72,1524.16,Spain,Madrid,19447,desktop,organic_search,2024-08-13 21:22:03,2024-08-15 21:22:03,
154,178,processing,paid,buy_now_pay_later,EUR,1482.49,344.44,26.63,1164.68,France,Marseille,77499,mobile,paid_search,2022-04-20 22:14:21,,
155,20,delivered,paid,apple_pay,EUR,871.56,66.11,25.5,830.95,Germany,Berlin,14117,desktop,email,2025-12-22 03:23:34,2025-12-27 03:23:34,
156,270,cancelled,pending,card,EUR,0.0,0.0,0.0,0.0,France,Lille,27392,desktop,direct,2024-09-28 01:54:31,,2024-09-28 05:54:31
157,212,delivered,paid,card,USD,884.34,198.35,29.48,715.47,United States,Boston,12979,desktop,organic_search,2025-05-11 01:03:58,2025-05-18 01:03:58,
158,112,cancelled,pending,paypal,EUR,0.0,0.0,0.0,0.0,France,Bordeaux,36896,mobile,organic_search,2022-05-23 21:39:57,,2022-05-25 21:39:57
159,496,processing,paid,paypal,EUR,1628.05,31.18,3.8,1600.67,Netherlands,The Hague,6706 GL,desktop,email,2023-12-19 23:22:06,,
160,500,cancelled,failed,google_pay,EUR,0.0,0.0,0.0,0.0,Netherlands,Eindhoven,9631 BJ,desktop,email,2023-01-02 16:07:31,,2023-01-04 11:07:31
161,250,returned,refunded,paypal,GBP,363.18,21.99,7.34,348.53,United Kingdom,London,H6 3XW,mobile,social,2025-02-16 02:56:13,2025-02-26 02:56:13,
162,168,delivered,paid,card,AUD,703.07,72.21,28.52,659.38,Australia,Brisbane,8974,desktop,direct,2024-08-24 10:00:43,2024-09-02 10:00:43,
163,418,delivered,paid,buy_now_pay_later,EUR,433.38,40.35,24.49,417.52,France,Toulouse,31706,desktop,affiliate,2025-03-05 21:27:15,2025-03-09 21:27:15,
164,330,shipped,paid,card,EUR,1005.33,8.48,8.34,1005.19,Spain,Bilbao,25443,desktop,social,2025-07-15 22:04:02,,
